gene_name,TCGA-35-5375-01A,TCGA-55-A4DF-01A,TCGA-95-8039-01A,TCGA-MP-A4T4-01A,TCGA-62-A471-01A,TCGA-L9-A5IP-01A,TCGA-50-5936-01A,TCGA-49-AARR-01A,TCGA-78-8662-01A,TCGA-05-4430-01A,TCGA-44-7659-01A,TCGA-44-6146-01A,TCGA-L9-A50W-01A,TCGA-75-7025-01A,TCGA-05-4424-01A,TCGA-62-A46P-01A,TCGA-38-4627-01A,TCGA-86-8073-01A,TCGA-69-7765-01A,TCGA-44-5645-01B,TCGA-55-6984-01A,TCGA-69-7764-01A,TCGA-NJ-A4YI-01A,TCGA-86-A4P7-01A,TCGA-55-8620-01A,TCGA-97-8177-01A,TCGA-50-6595-01A,TCGA-55-A492-01A,TCGA-78-7633-01A,TCGA-97-A4LX-01A,TCGA-78-7220-01A,TCGA-53-7624-01A,TCGA-49-AARN-01A,TCGA-62-A46R-01A,TCGA-78-7156-01A,TCGA-50-8457-01A,TCGA-91-8496-01A,TCGA-55-8092-01A,TCGA-75-5122-01A,TCGA-NJ-A4YQ-01A,TCGA-50-5072-01A,TCGA-91-6831-01A,TCGA-91-A4BD-01A,TCGA-69-8255-01A,TCGA-69-8253-01A,TCGA-86-A4D0-01A,TCGA-78-8640-01A,TCGA-97-8174-01A,TCGA-55-6987-01A,TCGA-49-6744-01A,TCGA-55-8096-01A,TCGA-J2-8192-01A,TCGA-44-7671-01A,TCGA-44-2662-01B,TCGA-93-A4JN-01A,TCGA-49-AAR9-01A,TCGA-86-A4P8-01A,TCGA-44-5645-01A,TCGA-78-7158-01A,TCGA-80-5611-01A,TCGA-44-4112-01A,TCGA-71-6725-01A,TCGA-44-2656-01A,TCGA-05-5715-01A,TCGA-64-5815-01A,TCGA-55-7816-01A,TCGA-95-7948-01A,TCGA-05-4432-01A,TCGA-99-8033-01A,TCGA-78-7143-01A,TCGA-73-4668-01A,TCGA-44-5644-01A,TCGA-38-4625-01A,TCGA-91-8499-01A,TCGA-86-6851-01A,TCGA-44-6779-01A,TCGA-78-7537-01A,TCGA-05-4434-01A,TCGA-67-3773-01A,TCGA-55-6983-01A,TCGA-05-5425-01A,TCGA-97-A4M2-01A,TCGA-50-5941-01A,TCGA-78-7539-01A,TCGA-67-3771-01A,TCGA-55-8299-01A,TCGA-05-5429-01A,TCGA-93-A4JO-01A,TCGA-44-A47A-01A,TCGA-44-2662-01A,TCGA-86-A4JF-01A,TCGA-05-4402-01A,TCGA-97-8179-01A,TCGA-55-7914-01A,TCGA-49-4490-01A,TCGA-55-8090-01A,TCGA-MP-A4TC-01A,TCGA-64-1681-01A,TCGA-99-AA5R-01A,TCGA-49-4486-01A,TCGA-91-6847-01A,TCGA-05-4249-01A,TCGA-91-A4BC-01A,TCGA-55-7570-01A,TCGA-50-5049-01A,TCGA-86-8672-01A,TCGA-55-7727-01A,TCGA-86-8674-01A,TCGA-53-A4EZ-01A,TCGA-69-7761-01A,TCGA-50-5942-01A,TCGA-69-A59K-01A,TCGA-05-4245-01A,TCGA-44-2666-01A,TCGA-50-5944-01A,TCGA-50-6592-01A,TCGA-62-8395-01A,TCGA-05-4410-01A,TCGA-55-6975-01A,TCGA-73-4662-01A
SPEG,0.4541,1.4224,2.1798,0.9859,0.8781,0.1877,0.2293,6.7498,0.0623,1.5211,1.789,0.3321,4.4909,7.0572,1.3226,0.4798,2.3054,1.9742,0.9428,1.6054,0.2281,0.3388,10.782,3.266,5.9486,0.8686,2.3579,0.8186,0.4144,0.7063,0.3001,1.591,5.3968,1.0293,0.075,1.8977,0.9422,0.1735,3.4261,0.1364,0.6158,0.5169,0.3927,0.0552,0.8009,0.6774,0.1364,1.0535,0.1405,0.7588,4.8594,1.2598,0.2977,0.3716,11.589,0.0955,2.8178,0.6078,0.2835,0.0404,1.6991,0.1667,0.0421,0.5789,1.3769,13.2453,0.7465,2.3783,0.3322,1.9353,1.3865,0.354,3.9649,0.0703,0.1939,0.2657,0.2111,2.7646,0.1548,0.9343,0.3434,1.7789,0.2651,1.6929,1.0818,0.6073,0.3713,0.5819,3.6708,0.1674,2.0592,0.8144,0.9307,1.1342,2.6734,10.4697,2.0452,0.7011,2.3036,0.1208,10.7856,1.0484,0.8526,0.2925,0.1998,2.7914,1.1323,0.3395,0.8421,0.2122,0.6411,5.5906,0.9834,0.6512,0.9884,0.457,3.9362,2.3788,0.1229,0.8267
SPHKAP,0.0,6.6286,0.0,0.0084,0.0903,0.0,0.0,0.1415,0.0302,0.0278,0.0,0.0268,0.0,0.0201,0.1513,0.0,0.0153,0.0294,0.0577,1.1081,0.0,0.0,0.0,0.038,0.4556,0.0126,0.0645,0.0422,0.0065,0.0,0.0251,0.0236,0.0158,0.0098,0.0649,0.0929,0.0,0.0103,0.0,0.0,0.0,0.0,0.0124,0.0,0.0973,0.0,0.0,0.03,0.0,0.0491,0.0,0.0137,0.0728,0.3215,0.0,0.0,0.2463,0.2783,0.0,0.014,0.0084,0.0064,0.0,0.0167,0.0165,0.0089,0.0161,0.0226,0.0,0.0113,0.0096,0.0,0.0,5.8694,0.0,0.0195,0.0,0.0353,0.0156,0.0136,0.0,0.0085,0.0,0.0,7.3237,0.0,0.0,0.0817,0.0,0.0,0.0,0.0145,0.052,0.0102,0.0166,0.0122,0.0,0.0,0.2878,0.0049,0.0,0.0,0.0413,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.1018,0.017,1.6359,0.0451,0.1926,0.0,0.0,0.0,0.0175,0.0053
SPTA1,0.0114,0.0152,0.0184,0.1176,0.007,0.512,0.0258,0.0493,0.0,0.0485,0.0,0.028,0.0057,0.0047,0.0528,0.0093,0.0319,0.0358,0.008,0.0421,0.0,0.0,0.0447,0.0066,0.0343,0.0176,0.0562,0.0294,0.0135,0.0652,0.0,0.0989,0.011,0.0,0.1086,0.0378,0.0,0.0143,0.0593,0.0,0.0,0.0671,0.0,0.015,0.0113,0.0122,0.0159,0.0879,0.0113,0.0274,0.2328,0.0523,0.0102,0.8963,0.0128,0.0564,0.0429,0.0063,0.0,0.0487,0.0584,0.0134,0.1093,0.0116,0.0115,0.3345,0.0056,0.0276,0.104,0.0079,0.01,0.0,0.0106,0.0324,0.0304,0.1631,0.0042,0.0668,0.0109,0.0805,0.0238,0.0653,0.0548,0.015,0.0274,0.0584,0.0,0.0142,0.0266,0.038,0.0246,0.0034,0.0363,0.0214,0.0,0.1962,0.015,0.0051,0.0388,0.0102,0.0,0.0224,0.0403,0.0135,0.0592,0.0403,0.0,0.0084,0.0049,0.0265,0.0177,0.1127,0.0603,0.0105,0.0192,0.014,0.0083,0.0302,0.1099,0.0441
SRCAP,0.1865,1.599,1.0988,0.7451,0.7408,1.9823,1.377,1.1434,0.3115,0.6246,1.5972,0.4292,1.0882,1.9466,1.0942,0.469,0.3432,0.8876,1.0601,6.4714,0.5979,1.9105,2.1538,1.4124,1.1383,0.6798,1.3663,0.5185,1.0501,1.2311,1.6311,0.8363,1.1984,0.7018,2.1584,1.1788,0.2516,1.4666,0.778,0.8044,0.994,1.4992,0.3636,1.2795,0.9041,0.8654,0.9999,1.6804,0.6466,0.9085,1.2214,1.0399,0.6996,5.4949,1.3501,2.1325,1.2243,0.9039,1.3423,0.5774,0.7748,0.589,0.5103,0.793,0.5201,1.7302,1.6308,1.048,1.9169,1.2569,1.1347,1.3209,0.9824,0.6238,0.9251,1.4401,0.9965,1.0449,0.3873,0.8879,0.5119,1.2489,0.8189,0.8922,0.6901,0.9183,0.37,0.9546,1.4627,1.3853,0.7054,0.8234,1.2178,0.4377,1.4833,1.1534,0.9176,0.6188,0.9109,0.4231,0.6276,2.2326,0.546,1.3233,0.377,0.4476,1.2033,0.7869,0.5248,1.0615,1.2488,3.4107,0.5129,0.6167,0.8029,1.2315,1.5309,0.962,1.0945,0.985
SSPOP,0.011,0.1857,0.7018,0.8286,0.2111,0.3271,0.0495,0.7159,0.0756,0.0488,0.2206,0.0851,2.9944,0.6217,0.0506,0.0669,0.023,0.3729,0.1117,0.3903,0.0264,0.2651,0.4822,0.9896,0.0864,0.2125,0.0269,0.2931,0.0627,0.3122,0.1591,0.5488,1.0387,0.1992,0.1734,0.1732,0.2013,0.0582,0.0446,0.4509,0.0808,0.0643,0.0743,1.3903,0.1408,0.0586,0.0761,0.5615,0.0474,0.0689,0.3178,0.1231,0.0778,0.612,0.6924,0.6683,0.9495,0.1829,0.9107,0.0887,0.9798,0.1306,0.1231,0.0613,0.0331,0.6916,0.5421,0.1284,0.0759,0.2484,0.0447,0.1784,0.0322,0.3207,0.1326,0.0391,0.0834,0.5107,0.0261,0.084,0.0685,0.9727,0.0569,0.0455,0.3588,0.1866,0.0509,0.6344,1.4127,0.1615,0.4385,0.1295,0.3417,0.2729,0.244,1.3653,0.223,0.0859,0.924,0.0195,0.2102,0.2308,0.5959,0.8818,0.0113,0.2075,0.0689,0.0808,0.2994,0.054,0.6079,8.6644,0.1142,0.3035,0.0551,0.0672,0.9584,0.0916,0.0585,0.0739
ST18,0.1045,1.2006,0.11,0.0661,0.0737,1.4337,0.1178,0.0891,0.0,0.0476,0.1025,0.0197,0.0557,0.0885,0.1111,0.0131,0.0523,0.2912,0.1581,1.3608,0.0322,0.0066,0.0471,0.2231,27.406,0.1048,0.079,0.0413,0.019,0.0778,0.1718,0.3413,0.1391,0.0431,0.0064,0.0379,0.0565,0.0452,0.0654,0.0832,0.1677,0.1077,0.0302,0.0127,0.0555,0.2877,0.0502,0.0294,0.1884,0.0529,0.0708,0.1437,0.0463,3.603,0.0494,0.0283,0.3315,0.2416,0.048,0.1642,0.0492,0.0376,0.5834,0.0735,0.0727,0.0565,0.0157,0.1466,0.0889,0.0993,0.0351,38.7819,0.2111,4.8889,0.1374,0.105,0.0119,0.1902,0.1071,0.0832,0.0669,0.1084,0.2117,0.0491,0.1795,0.0638,0.0298,0.2149,0.1243,0.3244,0.0431,0.0427,0.0339,0.075,0.0325,0.0869,0.2003,0.0648,0.0591,0.0072,0.0385,0.1141,0.3598,1.3397,0.133,0.0566,0.0908,0.0059,0.0345,0.0652,0.0436,0.0417,2.2185,0.0698,0.0269,0.1034,0.0638,0.0565,0.0171,0.0387
ST6GAL2,0.045,0.0498,0.1329,0.7636,0.0275,0.5275,0.2031,3.3549,0.0551,0.7816,0.6479,0.2573,0.2157,2.2094,0.6341,3.7239,4.2036,0.4297,0.8118,0.5893,0.1563,31.0637,1.1877,0.5035,0.1576,0.5642,1.4747,0.2622,6.2806,0.8033,0.2177,0.0324,0.8947,0.563,3.3934,0.2264,0.1055,0.0609,0.2888,0.069,0.8106,0.7546,0.1242,0.0197,0.2075,6.9936,0.0833,1.7068,0.0556,0.9702,0.9513,2.6458,1.3916,0.7934,0.9895,1.364,0.8537,0.1477,0.3138,0.1405,1.2335,0.0293,0.2652,0.5645,2.1732,3.0382,1.3442,0.9405,0.0356,0.0618,0.3275,4.9204,0.0603,0.1699,0.1593,0.8556,1.9587,0.1753,0.2714,4.7148,0.0208,1.4478,0.1557,0.0917,0.7305,0.3489,0.6131,0.3641,0.2787,0.1639,0.0967,0.5626,0.1823,0.5508,0.6526,0.6489,1.2797,0.2688,0.5262,3.4505,7.0809,0.1249,0.0529,0.1863,0.7605,0.2773,0.0565,2.808,0.0968,0.1566,0.6632,0.2334,0.6027,0.1854,0.6288,0.092,4.8344,0.528,3.5386,0.2553
STAB2,0.0499,0.3477,0.0953,0.3844,0.5941,0.2788,1.9261,0.9826,0.2748,0.3853,0.1345,0.4885,0.0803,0.3406,1.5418,0.4158,1.1542,2.5375,0.2364,0.566,0.1099,0.7048,0.0609,1.4781,0.2712,0.2726,0.6492,0.1794,0.3196,0.8021,0.1142,0.1705,0.1558,0.0891,0.2464,0.9107,0.2239,0.362,0.0461,0.4874,0.6886,0.773,0.1125,0.229,0.2831,0.2465,0.1384,2.7259,0.2154,0.5447,0.1606,0.114,0.9789,1.3668,0.5433,0.0351,1.0364,0.5861,0.2532,0.0318,0.1909,0.0438,0.6252,0.3042,0.2758,2.3549,0.2196,0.3305,0.3301,0.2481,0.1668,0.2027,0.5007,0.1881,0.2647,0.0,0.5084,0.7624,0.0949,0.387,0.5537,0.4849,0.3781,0.0435,0.3581,0.1697,0.1736,0.5661,0.1832,0.1303,0.1539,0.1693,0.362,0.1783,0.1135,0.1812,0.7114,0.2177,0.3101,0.0407,0.0996,0.2257,0.0815,0.28,0.1998,0.0329,0.2505,0.0184,0.1876,0.2818,0.4639,0.2843,0.3504,0.2623,0.5328,0.7945,0.3511,0.1535,1.1171,0.5681
STK11,5.6189,17.2886,29.0318,19.4471,25.5195,4.2163,12.9416,23.1478,23.735,20.1061,27.6826,5.7777,18.8931,17.6579,11.034,19.5144,16.6888,16.0295,10.6615,6.4928,19.8425,15.6853,42.1006,26.1237,34.7724,14.773,19.3257,7.6108,3.366,20.7227,7.3367,2.7508,24.9964,10.3512,5.4701,22.1777,13.3281,10.937,18.4994,13.7619,8.6147,5.2701,14.5,4.0351,7.4326,8.2299,21.7413,11.556,8.5675,15.8753,14.8636,17.4358,5.0093,8.2262,32.1516,21.1912,30.3748,20.7228,28.0951,18.2722,16.5619,19.7339,5.6442,18.8734,15.6843,14.5046,21.3531,7.4907,10.8201,24.6442,16.166,19.5893,37.4932,21.6105,16.4167,4.8654,7.8129,14.0425,11.3838,11.8412,7.6448,21.4636,15.4375,14.1994,11.6399,13.0588,12.1295,29.7848,40.8618,27.3187,31.5346,12.6422,7.4183,15.5896,13.994,28.2552,24.2074,12.5516,22.6802,7.4801,23.6312,26.8799,11.15,3.3997,9.9725,8.0176,8.1956,7.3114,15.8255,10.2358,17.15,15.6676,8.0273,17.3633,11.5634,14.4917,6.8464,16.4324,6.7935,20.6168
STYXL2,0.0,0.018,0.0545,0.0835,0.0165,0.0288,0.0,1.9668,0.0497,0.0802,0.0266,0.6629,0.0268,0.4525,0.2495,0.0,0.4785,0.2785,0.019,0.0332,0.0217,0.1109,0.476,0.3444,0.0203,0.2181,0.0,0.0139,0.0534,0.0154,0.0207,0.2728,0.3904,0.0484,0.0,0.0383,0.1902,10.8087,0.0,0.0311,10.948,0.0,0.1425,0.0142,0.0089,0.188,0.0188,0.0297,0.0,0.1134,0.1009,0.2813,0.036,0.159,0.2117,0.0381,0.0508,0.0592,0.1455,0.0461,0.1244,0.1479,0.0776,0.1376,0.0272,0.0733,0.1192,0.0,0.0214,0.0557,0.1496,0.0,0.0084,0.0,0.008,0.0,0.01,0.0499,0.0515,0.0224,0.0,1.0388,0.0216,0.0591,0.0432,0.0614,0.0754,0.2357,51.1543,0.0129,0.0145,0.1119,0.5288,0.0,0.1916,0.0404,0.071,0.1091,0.199,0.0322,0.0144,0.1457,0.0,0.0,0.056,0.0,0.0,0.0598,0.0116,0.0628,0.2728,0.014,0.0068,0.0619,0.8846,0.0166,0.2541,0.0714,0.0289,0.0087
SVEP1,0.7743,1.1961,5.4193,5.0855,1.016,1.528,3.4563,14.4303,1.8643,5.8113,2.8069,5.9957,1.2682,8.961,27.506,0.6299,14.6987,13.8455,10.8269,16.1429,1.1887,4.5148,1.2343,10.8007,1.1493,2.6297,10.4917,1.9938,3.0637,6.9428,3.5964,9.1428,2.0769,1.3201,4.4268,11.0673,1.7439,10.8869,0.5308,2.123,5.7632,2.8004,0.7236,1.399,2.0764,0.27,2.2391,13.9843,1.8265,10.7043,5.8044,13.071,10.9313,8.2347,6.1386,1.3667,23.6408,11.2338,1.1004,0.8117,2.2927,0.4326,8.4093,2.5604,10.417,118.8089,1.2327,1.7737,2.0844,2.8808,2.26,1.1024,3.9716,1.6991,3.1584,4.5597,2.4115,3.8503,2.0635,5.4348,1.7875,12.1451,7.404,5.4271,3.2976,6.9144,0.7795,3.6149,1.0656,3.3369,0.6562,3.1855,4.5924,1.4905,3.3546,2.7614,6.1587,2.9854,14.1951,0.8038,2.2222,3.3909,2.8582,0.9348,4.6695,4.3462,4.3815,0.4083,0.5466,4.8189,15.0823,1.9563,3.582,5.3914,30.408,3.4967,9.9663,5.0755,13.5392,5.1504
SYNE1,0.503,2.45,13.7427,6.6693,0.7586,1.0016,5.2342,20.8133,1.0379,3.8638,10.3299,6.2674,5.5658,9.0963,5.0043,2.1509,4.3279,8.6068,12.0136,65.179,1.799,9.0209,8.1078,9.8119,1.6504,6.1504,3.9224,5.3024,8.6093,14.3275,2.5366,1.4076,7.9269,13.7665,17.2936,11.5792,3.8873,2.9275,11.5175,3.0774,3.8174,5.0769,2.7794,2.016,9.727,3.1647,1.5419,11.9187,7.4768,6.9415,8.7373,10.2315,9.3156,24.2677,14.0713,1.1085,20.8889,36.3017,2.5949,1.6578,2.4022,2.3288,39.7101,4.4587,3.6179,9.7574,0.9508,5.032,19.0632,12.7288,4.8439,3.9855,1.8429,1.7272,9.1385,3.932,11.1108,5.6264,3.5187,4.7937,2.6534,9.8867,6.2344,15.7534,2.2007,8.9408,0.7408,5.296,6.3776,3.4317,7.6818,3.2907,10.3643,5.16,4.4101,3.8364,8.0939,9.1692,9.6173,6.8959,0.2784,6.8982,4.5029,1.2994,2.8674,2.5248,10.8334,4.6361,1.2345,4.181,16.8366,2.998,1.7849,41.5406,9.589,3.2392,14.6231,9.6808,3.434,16.3679
SYNE2,3.8871,48.7214,13.4501,12.509,9.7612,15.4912,15.0869,30.2405,41.5647,6.0223,18.3517,24.4746,18.2609,15.0834,19.1145,13.5425,4.6131,25.6763,10.4109,84.0673,11.6186,29.8712,19.9401,21.8279,15.2114,3.5844,12.2739,8.2738,18.1837,19.1826,24.6982,43.2742,20.1428,24.9951,27.2754,14.0427,1.8414,9.0105,5.55,10.7485,15.0071,12.4586,4.8572,4.0717,8.3224,8.8766,10.0287,14.7181,8.6075,11.2092,9.278,30.1543,14.3567,40.6385,24.3825,19.4027,25.4706,35.0029,13.1399,30.3767,2.4952,14.7946,36.0958,20.403,10.8791,14.0948,39.8742,8.7839,11.2472,18.9967,10.2759,10.7476,4.5044,10.7038,18.3477,33.5898,12.0325,10.7639,3.6455,16.8724,3.4517,14.2987,17.4747,16.2056,17.6345,12.8699,4.5184,11.855,11.5789,5.1452,8.3037,14.2204,22.2107,30.951,14.9911,8.2473,9.2617,10.2201,14.9707,12.1533,33.3439,11.7778,9.592,15.3417,5.2393,5.6213,13.382,13.2567,21.3692,23.7652,22.142,6.8272,10.189,31.29,26.3004,17.3581,75.4119,13.9655,13.3149,10.4839
TAF1L,0.0186,0.0124,0.0749,0.0096,0.0114,0.0099,0.0,0.0,0.0,0.0158,0.073,0.0304,0.0,0.0076,0.0572,0.0,0.0087,0.1499,0.0392,0.1142,0.0298,0.549,0.0182,0.0108,0.014,0.0143,0.0549,0.3156,0.022,0.0636,0.0568,0.0134,0.0716,0.0332,0.1471,0.0088,0.0145,0.0697,0.179,0.0749,0.0228,0.0468,0.0,0.0147,0.6248,0.0199,0.0,0.6193,0.0184,0.0223,0.0063,0.2631,0.0743,0.5101,0.0416,0.0,0.0233,0.1017,0.0111,0.0158,0.0,0.0291,0.0,0.0189,0.0,0.0201,0.0091,0.0192,0.0588,0.0639,0.065,0.0956,0.115,0.0176,0.0,0.0221,0.0276,0.0114,0.0,0.8704,0.0,0.0097,0.0,0.0244,0.0149,0.0,0.0,0.0116,0.0,0.053,0.0,0.011,6.9479,0.0116,0.0188,0.0069,0.0,0.0083,0.0105,0.0276,0.0396,0.0091,0.8708,0.022,0.0096,0.0328,0.0467,0.0274,0.016,0.0539,0.0,0.1447,0.0374,0.0426,0.0,0.0114,0.0538,0.0491,0.0,0.0538
TENM1,0.1256,8.2322,0.2094,0.272,1.5786,0.0191,0.0304,0.4254,0.1483,0.3114,15.138,0.3369,0.0845,0.6548,0.1792,4.4808,0.3923,0.7946,0.6553,6.6266,0.0431,18.1847,0.2191,0.4929,0.2489,0.2753,0.0705,2.4064,19.5057,0.3729,0.137,0.8848,0.276,0.5983,0.1277,0.8921,0.1261,7.7414,0.1261,0.2785,0.2973,1.0524,0.135,6.512,7.201,16.3129,3.7027,1.2399,3.3452,0.2416,0.2341,3.9647,2.2645,2.8453,0.2907,0.0885,2.4056,0.8288,0.1018,1.6187,0.5724,0.014,0.7798,0.0182,0.2886,0.5244,0.1932,1.498,0.0674,0.2032,0.1227,15.8566,0.7706,5.3645,2.8226,0.0533,0.1364,0.2178,0.2732,10.177,0.0809,1.0422,0.2005,0.2702,0.1217,0.1882,0.0167,0.2734,0.1527,0.3153,0.053,0.4184,0.1753,0.1172,0.6531,0.3945,0.3236,0.1085,0.6848,0.0053,0.1385,0.202,0.1309,0.5356,0.0696,0.0395,0.2929,2.2796,0.027,0.13,0.1808,0.1395,0.5381,0.755,0.2631,0.4563,0.298,0.1657,0.1148,0.3109
TENM2,0.0943,0.0557,0.2488,0.3177,0.0576,0.1562,0.5671,0.5419,0.0096,0.1641,0.0617,0.325,0.0415,0.5041,0.1368,0.0597,0.9749,0.0562,0.103,0.7071,0.0252,0.0687,0.0205,0.1939,0.0786,0.0563,0.9162,0.0162,0.0289,0.0656,0.024,0.1207,0.1511,0.0561,0.0414,0.1975,0.3272,0.036,0.031,0.0301,0.1801,0.1141,0.0079,0.0742,0.0552,0.2015,0.0436,0.7968,0.0905,0.1505,0.1918,4.8613,0.1069,0.9641,0.0878,0.0,1.2967,0.3437,0.0563,0.0268,0.0802,0.0286,0.0801,0.0639,1.0324,2.1549,0.2307,0.6637,0.0124,0.0935,0.0213,0.0359,0.0324,10.89,0.0247,0.0871,0.5088,0.1546,0.0199,0.1951,0.0291,0.2391,0.1004,0.0366,0.0334,0.1545,0.1362,0.2867,0.1216,0.0796,0.0112,0.6587,0.2213,0.0717,0.0636,0.0898,1.821,0.0751,0.0474,0.0156,0.0614,0.082,0.0158,0.031,0.0325,0.0,0.1053,0.0309,0.009,0.164,0.1706,0.0869,0.05,0.2205,0.2634,0.199,0.2043,0.0829,0.0559,0.0672
TENM3,0.3949,0.7739,0.4613,1.4554,0.3649,0.7182,2.1075,0.7533,3.8224,1.46,0.3875,0.1887,0.1336,0.8367,1.5539,1.4105,4.2978,2.7364,2.7403,3.8414,1.4742,0.6077,1.581,0.6574,11.1983,0.728,4.3443,0.0693,0.3115,1.7386,0.6397,29.9452,0.8799,1.1873,0.0533,0.967,0.0677,1.6511,0.0784,0.7587,1.1765,3.3982,0.1087,0.2579,0.2251,5.7547,0.4143,1.504,1.1435,2.6638,1.4561,6.7963,0.6666,8.3547,2.3087,0.984,0.7105,1.7905,0.4258,0.4345,0.5606,0.1541,1.914,0.8421,8.4459,12.6275,0.2404,3.1109,1.6485,0.1388,1.177,0.5359,0.4911,0.3907,1.7839,2.5398,4.1248,3.9432,0.2475,2.8426,1.103,1.194,3.4984,0.3238,0.8762,3.0806,0.5903,0.701,0.3279,2.69,0.4498,0.8473,0.2187,0.8148,0.5747,0.7647,5.2565,0.3062,1.1492,0.0687,6.4423,1.2446,1.5847,1.099,1.8129,2.1528,1.1856,0.5179,0.3602,1.5689,0.8662,0.8089,2.9639,1.1985,0.5166,3.1405,0.5983,0.8811,1.9525,1.1437
TEX15,0.0,1.6245,0.0039,0.0,0.0357,0.2076,0.044,0.012,0.0,0.0165,0.0,0.0398,0.0,0.0079,0.015,0.0,0.0136,1.9535,0.0274,0.1196,0.0156,0.016,0.019,0.0056,0.9357,0.3066,0.0862,0.0,0.0115,0.6993,1.3095,0.7158,0.075,0.0174,0.0,0.0,0.0,0.003,0.0144,0.7117,1.017,0.0,0.0147,0.5602,0.0,0.3229,2.0555,0.0071,0.0024,0.2567,0.0958,0.0729,0.0,2.9007,0.0109,1.0849,0.0244,0.0107,0.0116,0.0,0.0348,0.0076,0.014,0.0,0.0,0.0106,0.0,0.8222,0.158,0.0067,0.1106,0.0,0.003,0.0092,0.0374,0.0463,0.0145,0.0419,0.0093,0.0081,0.0203,0.0,0.0078,0.0,0.6922,0.1879,0.0543,0.0182,0.1282,0.699,0.0,0.0058,0.0,0.0,0.0394,0.0036,0.4091,0.0,0.0,0.0029,0.0052,0.0048,0.0,0.023,0.0101,1.2607,0.0612,0.2369,0.0084,0.1073,0.0076,0.1415,0.1688,0.3255,0.0653,2.6999,3.9421,0.0171,0.5199,0.6725
TG,0.4364,0.1656,0.1757,0.251,0.1841,1.9038,0.1641,0.3584,0.0382,0.2684,0.1529,0.0848,0.3811,0.161,0.1676,0.0338,0.2756,0.3394,0.146,1.7088,0.1166,0.0596,0.1117,0.1683,0.1637,0.2671,0.4493,0.0,0.0697,0.497,0.1031,0.1122,0.1799,0.2475,0.0493,0.0784,0.0081,0.3731,0.0923,0.4063,0.1467,0.1916,0.0704,0.1064,0.106,0.0722,0.137,0.3154,0.3514,0.2488,3.554,0.3975,0.1199,1.3022,1.5676,0.0805,0.2209,1.2669,0.0621,0.7076,0.1645,0.0608,0.1539,0.3275,0.2717,0.2362,1.2308,0.2576,0.2054,0.4707,0.0998,0.0712,0.0963,0.1666,0.4168,0.0617,0.0963,0.5142,0.1879,0.1936,0.2236,0.3126,0.1825,0.2087,0.2819,0.6659,0.0289,0.1745,0.2331,0.153,0.0558,0.3405,0.022,0.0711,0.3993,0.3757,0.3885,1.2145,0.1645,0.0309,0.6364,0.7273,0.2666,0.1229,0.1451,0.2195,0.5221,0.4899,0.0625,0.1446,0.2256,0.5926,0.0913,0.1901,0.1132,1.2738,0.1276,0.128,0.122,0.1167
THBS2,9.0488,18.3265,20.1584,58.8516,7.0323,10.5977,121.9288,29.8236,8.8591,84.5434,8.0429,9.4618,12.9111,14.2436,66.8632,2.7461,380.6135,48.6042,115.5527,9.3295,10.4588,19.3346,25.347,14.3827,14.3951,56.7186,153.4085,0.2809,4.9197,99.3564,18.2585,32.9592,23.2452,10.6817,1.2707,20.2877,3.6776,42.8391,7.4106,10.4619,66.9693,203.2429,0.5683,5.1973,8.7555,9.6804,17.0273,26.6906,18.0421,93.8294,110.9797,281.5606,52.9697,93.1249,45.3699,16.2388,3.9186,20.1766,17.9852,10.5077,62.9288,3.005,37.0449,63.1737,217.9903,41.8572,16.7801,32.537,39.7717,7.5565,68.8441,13.4565,13.827,17.8906,28.3366,71.6889,17.0502,36.0383,10.4028,48.4401,22.8681,3.1262,61.9718,15.6292,43.5589,107.956,37.8628,15.0777,27.9909,83.5633,10.8271,58.9864,25.6332,21.2952,49.9502,33.5133,141.8128,20.7141,9.6342,0.1098,13.8406,28.1877,38.0323,25.2009,87.424,50.1954,4.3203,5.9673,5.1477,64.4546,21.3076,21.531,47.7455,10.9337,85.8823,106.686,58.7074,19.5096,171.0904,19.7569
THSD7A,0.1377,0.7948,1.0061,0.6478,0.2848,1.6924,2.1265,2.2505,4.2132,1.5966,0.634,1.5048,2.0996,2.0907,1.9285,5.1877,2.134,4.1466,1.4733,7.2921,0.9337,0.6249,0.3829,1.6298,0.9772,0.9997,4.7567,0.1579,0.94,0.9831,1.4636,9.5484,1.4361,0.4605,0.8626,1.5177,0.2151,1.1807,0.8858,0.268,2.1911,1.7842,0.2072,0.3864,0.8054,0.3906,2.6454,3.3621,0.9359,3.0372,2.98,3.4001,1.2876,31.753,1.3434,11.7313,3.761,2.8666,0.5885,6.5189,0.73,2.216,3.39,0.56,0.7669,2.8438,0.6636,0.8133,0.9546,1.0468,0.8568,0.6257,0.671,0.3997,1.6494,1.6104,1.2332,0.9897,0.6856,1.859,1.3012,0.9395,1.4966,9.6014,2.781,5.6343,0.3442,0.5008,0.4425,3.3909,1.6203,1.4039,1.9633,0.4678,0.9962,0.7896,1.2228,2.8601,2.5156,0.1196,3.5085,0.5496,2.6753,0.5448,0.6134,0.4754,1.1442,0.476,14.6576,0.7061,1.864,0.4997,1.2309,1.3132,2.8139,3.7523,2.4329,0.5497,6.2042,1.166
