experiment,experiment_label,negative_strategy,feature_set,model_name,feature_name,importance,abs_importance,rank
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,LogisticRegressionElasticNet,mutated_samples,0.5888159001559116,0.5888159001559116,6
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,LogisticRegressionElasticNet,missense_count,0.16554163721584356,0.16554163721584356,7
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,LogisticRegressionElasticNet,expression_detection_rate,0.15260795840870625,0.15260795840870625,8
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,LogisticRegressionElasticNet,expression_detected_samples,0.15260795840865501,0.15260795840865501,9
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,LogisticRegressionElasticNet,normal_lung_tpm,0.11751375584174079,0.11751375584174079,10
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,LogisticRegressionElasticNet,max_tumor_expression,0.11375454852968041,0.11375454852968041,11
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,LogisticRegressionElasticNet,nonsense_count,0.05755490363164721,0.05755490363164721,12
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,LogisticRegressionElasticNet,frameshift_count,0.040416429362313176,0.040416429362313176,13
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,max_tumor_expression,0.1438300988499039,0.1438300988499039,1
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,mean_tumor_expression,0.13658317504342396,0.13658317504342396,2
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,normal_lung_tpm,0.1318535900757708,0.1318535900757708,3
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,median_tumor_expression,0.12158220133359529,0.12158220133359529,4
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,nonsynonymous_mutation_count,0.06657153605469042,0.06657153605469042,5
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,missense_count,0.06272334385852243,0.06272334385852243,6
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,mutation_count,0.06269843996226074,0.06269843996226074,7
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,mutated_patients,0.062090391315297415,0.062090391315297415,8
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,mutated_samples,0.05988318271519271,0.05988318271519271,9
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,expression_detected_samples,0.051614871641268927,0.051614871641268927,10
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,expression_detection_rate,0.051188476575225336,0.051188476575225336,11
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,nonsense_count,0.028702374143616385,0.028702374143616385,12
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,RandomForestClassifier,frameshift_count,0.02067831843123144,0.02067831843123144,13
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,mutated_patients,0.19398170709609985,0.19398170709609985,1
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,nonsynonymous_mutation_count,0.11137705296278,0.11137705296278,2
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,mutated_samples,0.09555789828300476,0.09555789828300476,3
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,expression_detected_samples,0.07457805424928665,0.07457805424928665,4
