model,status,accuracy,balanced_accuracy,precision,recall,f1_score,mcc,roc_auc,pr_auc,tn,fp,fn,tp,n_labeled_genes,positive_genes,negative_genes,warning
ALL,SKIPPED,,,,,,,,,,,,,17653,0,17653,"Insufficient positive external labels: 0 found, minimum required is 20. | Only one external_label class is present. Training stopped."
